transactionHash,address,totalFee,lpFee,pcstFee,cakeFee,swapFrom,swapTo,swapAmountFrom,swapAmountTo,totalFeeFormatted,efxFeesFormatted,wbnbFeesFormatted
0xd8b7dd36208f36b2d71e95492959c27746b27e94367927a0ad7118fb3c1eb6a5,0x10ED43C718714eb63d5aA57B78B54704E256024E,461924740423117.2,314108823487719.7,55430968850774.06,92384948084623.44,WBNB,EFX,184769896169246874,1419779027556512764230,0.046192474042311682,,0.046192474042311682
0xb160d7f26588e5efe9d823ad856af3b117adca4a232444536353ed78f69114d4,0x10ED43C718714eb63d5aA57B78B54704E256024E,178598181581576.78,121446763475472.2,21431781789789.21,35719636316315.36,WBNB,EFX,71439272632630709,548441013614983762861,0.178598181581575878,,0.178598181581575878
0xc9cdd4894ef62f75b49f16e6bcc2c3929e7f00b95b8a12ebc13e0da7c2d8f33e,0x10ED43C718714eb63d5aA57B78B54704E256024E,500000000000000,340000000000000,59999999999999.99,100000000000000,WBNB,EFX,200000000000000000,1533922600787791069674,0.0005,,0.0005
0x32b851399738130ac1ea38e9e451a0a629c320046b7f255827f87773913fff92,0x10ED43C718714eb63d5aA57B78B54704E256024E,5414206092763548000,3681660143079212000,649704731131625600,1082841218552709500,EFX,WBNB,2165682437105419080298,280880682600715926,5.414206092763548,5.414206092763548,
0xdfb06c241c8f0be7a44831fe1c90e73a2c6fadf7a7c6a8d5b8639321643d5705,0x10ED43C718714eb63d5aA57B78B54704E256024E,93657420105892.33,63687045672006.77,11238890412707.078,18731484021178.465,WBNB,EFX,37462968042356930,287659652456573849706,0.093657420105891833,,0.093657420105891833
0x52590880b6fd3ba2ccdebc8c52297b8a0abf39cea25d8c396687302c5b2a0eb8,0x10ED43C718714eb63d5aA57B78B54704E256024E,300000000000000000,204000000000000000,35999999999999996,60000000000000000,EFX,WBNB,120000000000000000000,15551211349101763,0.3,0.3,
0x0e96fdc7057d933b29f0e96525efa289f11a81eb1d1a59790915bb0bccabfa74,0x10ED43C718714eb63d5aA57B78B54704E256024E,5017617156231706,3411979666237560,602114058747804.8,1003523431246341.2,WBNB,EFX,2007046862492682539,15301525831802801071175,0.005017617156231706,,0.005017617156231706
0xf2877f936d3a75a4d9e3d120d3f34ab9db55897cbacc0c8507c39f3c3f09a5d4,0x10ED43C718714eb63d5aA57B78B54704E256024E,706067729007948.6,480126055725405.06,84728127480953.83,141213545801589.72,WBNB,EFX,282427091603179452,2135763197105146025272,0.070606772900794786,,0.070606772900794786
0xa558b7d2a4e9a8b12197b1ec845038ca59e6c2577371cdc0ede51d9b1b00fe83,0x10ED43C718714eb63d5aA57B78B54704E256024E,352953703060464.6,240008518081115.9,42354444367255.75,70590740612092.92,WBNB,EFX,141181481224185847,1066041426153073583782,0.035295370306046386,,0.035295370306046386
0xde92d2a290ecc04f1ba5d63ab15764987e860d7f9dd479e71e8fb2b78f34166c,0x10ED43C718714eb63d5aA57B78B54704E256024E,423515575729671.9,287990591496176.8,50821869087560.62,84703115145934.38,WBNB,EFX,169406230291868745,1277760597913629529049,0.042351557572967089,,0.042351557572967089
0x4c527d421c592e333f844b9e6628dc9df4b26902a834a646d5808eef7b6de86b,0x10ED43C718714eb63d5aA57B78B54704E256024E,357164336184921.94,242871748605746.9,42859720342190.625,71432867236984.39,WBNB,EFX,142865734473968774,1076389641562056408131,0.357164336184920894,,0.357164336184920894
0x3bef2940514c77fde50f39edfa68efcdd45c7101e98a5de2dcb9ca36e3bcc9a0,0x10ED43C718714eb63d5aA57B78B54704E256024E,245917250000000000,167223730000000000,29510069999999996,49183450000000000,EFX,WBNB,98366900000000000000,12996685542360699,0.24591725,0.24591725,
0x96ac0ed88af9d31c3cae6e5e1ffc4278883c837ac20f2e76f84c9fec9c11eb9b,0x10ED43C718714eb63d5aA57B78B54704E256024E,8373265089070010,5693820260567606,1004791810688401.1,1674653017814002,WBNB,EFX,3349306035628003615,24930007713480977431552,0.00837326508907001,,0.00837326508907001
0xe22f36287a6e3478f2bb1ec7bbf81c1ecc85e112159a0babfcf06bb414eae1db,0x10ED43C718714eb63d5aA57B78B54704E256024E,174457850000000,118631338000000,20934942000000,34891570000000,WBNB,EFX,69783140000000000,513222039065452775375,0.00017445785,,0.00017445785
0xdd9abe30263ea0996dda21937432b1758b7024aabfd421d835ae220aa392ce2f,0x10ED43C718714eb63d5aA57B78B54704E256024E,1283055097663632100,872477466411269800,153966611719635840,256611019532726400,EFX,WBNB,513222039065452775375,69434744884536550,1.2830550976636321,1.2830550976636321,
0xd883bbecdfeeb26b51c52990dbfc05072c238b858a3a3fb9fa59bff8bc6d96a5,0x10ED43C718714eb63d5aA57B78B54704E256024E,250000000000000000,170000000000000000,29999999999999996,50000000000000000,EFX,WBNB,100000000000000000000,13525257188536978,0.25,0.25,
0x74ef5cddb49019ab5e11437c13559298d7ae2032e79b6d29e9d62d0787004d1c,0x10ED43C718714eb63d5aA57B78B54704E256024E,50025000000000010000,34017000000000000000,6003000000000000000,10005000000000000000,EFX,WBNB,20010000000000000000000,2680949089278614134,50.02500000000001,50.02500000000001,
0x9ddd68cd91e3255182adab60940a9ee348b0ea712bd3ef1b58ba345280313269,0x10ED43C718714eb63d5aA57B78B54704E256024E,8920997355242.633,6066278201564.99,1070519682629.1158,1784199471048.5266,WBNB,EFX,3568398942097053,26751366416416878026,0.089209973552418633,,0.089209973552418633
0x7992d620e9a6bb59c8203f43d2d16fc0f1e6ad1ca4c2f2979261e7b2a38ed8ae,0x10ED43C718714eb63d5aA57B78B54704E256024E,19305057300086300000,13127438964058683000,2316606876010355700,3861011460017260000,EFX,WBNB,7722022920034519445900,1021231401397392615,19.3050573000863,19.3050573000863,
0x467aaa8c72201353a16e7b1e62398de2353a71526c55133975ff8761d0ac8fc0,0x10ED43C718714eb63d5aA57B78B54704E256024E,3549447568891282000,2413624346846072000,425933708266953800,709889513778256400,EFX,WBNB,1419779027556512764230,186963941136506444,3.549447568891282,3.549447568891282,
0x8b716fbe49366e78276c5804759846c93025a283fe75e524a7ebe4d03606735a,0x10ED43C718714eb63d5aA57B78B54704E256024E,100000000000000,68000000000000,11999999999999.998,20000000000000,WBNB,EFX,40000000000000000,302395071518261976673,0.0001,,0.0001
0xd90326ef29f45b16f82ffbb522269cfa92aa940e9ea08de2334473f5b4bb24b4,0x10ED43C718714eb63d5aA57B78B54704E256024E,705149009353724.5,479501326360532.6,84617881122446.94,141029801870744.9,WBNB,EFX,282059603741489797,2129920555726371478902,0.070514900935372385,,0.070514900935372385
0x8eb9e17e0228421956e241d48b139d73dc58c80bd9a2c66a0f9102da12f9b588,0x10ED43C718714eb63d5aA57B78B54704E256024E,703048754476572.6,478073153044069.3,84365850537188.7,140609750895314.52,WBNB,EFX,281219501790629033,2119369907769057964606,0.070304875447657186,,0.070304875447657186
0xfd7242c2560995144e1aa4e9c77544f0cf152c64cfbe6e223769930d8b0b6b2e,0x10ED43C718714eb63d5aA57B78B54704E256024E,298974295231481.9,203302520757407.66,35876915427777.82,59794859046296.375,WBNB,EFX,119589718092592759,900000000000000000000,0.029897429523148089,,0.029897429523148089
0x4180a4ed36169f82838af047628a1947bd228825047e4e8e58c0a06d6d7dfa13,0x10ED43C718714eb63d5aA57B78B54704E256024E,8109034136503.595,5514143212822.444,973084096380.4313,1621806827300.719,WBNB,EFX,3243613654601438,24400009496416017371,0.081090341365028595,,0.081090341365028595
0x28d8a8c515f66230219ede96bce42f486c6c7dfd47a6717a889640bdba29ed4d,0x10ED43C718714eb63d5aA57B78B54704E256024E,25025000000000000000,17016999999999998000,3002999999999999500,5005000000000000000,EFX,WBNB,10010000000000000000000,1317906870712662942,25.025,25.025,
0xa050dd19632da1f19bdffc9095fe0e79c8655461f853fdcd7f832c46b00bbafe,0x10ED43C718714eb63d5aA57B78B54704E256024E,25225000000000000000,17152999999999998000,3026999999999999500,5045000000000000000,EFX,WBNB,10090000000000000000000,1316108247850569445,25.225,25.225,
0xed6fc5225c768b2d3e4258d02f0d57fbe31e4948029bb2b5d52fc1d8b65e2c28,0x10ED43C718714eb63d5aA57B78B54704E256024E,50000000000000000000,34000000000000000000,5999999999999999000,10000000000000000000,EFX,WBNB,20000000000000000000000,2572832820000767557,50,50,
0x2fbd6ab9bbfaa2756d6b9b6ce1e88659b56f496460733a28398f53a6bb6fe860,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1268830066874042040,25,25,
0xac4901f4543e47babe21670f69e1aa03f5e8391db8e7e85811ef28efa32c41b3,0x10ED43C718714eb63d5aA57B78B54704E256024E,2690974103905141000,1829862390655496000,322916892468616900,538194820781028200,EFX,WBNB,1076389641562056408131,135886135662071200,2.690974103905141,2.690974103905141,
0x8bb014c74a5f1c4b9a633b404b291dda7a2ff0bef49cfc3a0630b26a1c0c43e0,0x10ED43C718714eb63d5aA57B78B54704E256024E,31704907474011.09,21559337082327.54,3804588896881.3306,6340981494802.218,WBNB,EFX,12681962989604435,100000000000000000000,0.031704907474010809,,0.031704907474010809
0x40f8a128bd2417a9573a868c31b06571c8d3cc7c2fdabd453c159fc2c5bf8c91,0x10ED43C718714eb63d5aA57B78B54704E256024E,87500000000000,59500000000000,10500000000000,17500000000000,WBNB,EFX,35000000000000000,275935187260647245830,0.0000875,,0.0000875
0x177fbf95527d19050ebe7ddd1710ccd835db76c9660f2c3ae45dbb5153b48ea4,0x10ED43C718714eb63d5aA57B78B54704E256024E,57066614648541840000,38805297961008450000,6847993757825020000,11413322929708368000,EFX,WBNB,22826645859416737110387,2851665607069964103,57.06661464854184,57.06661464854184,
0x66ff61642adadd86fb27dd2ae7976a46e286dff4e24df3bd669369e5b1169112,0x10ED43C718714eb63d5aA57B78B54704E256024E,5940535220515527000,4039563949950557700,712864226461863200,1188107044103105300,EFX,WBNB,2376214088206210342856,293482101255731022,5.940535220515527,5.940535220515527,
0xee2f1a17e1974e87d0ff86dcf9fa0dca63be4177c6c447a0ef47425cdceb5917,0x0000606eC42C2f4673b8A0e12c59451BFDCd8502,3062500000000000,2082500000000000,367499999999999.94,612500000000000,WBNB,EFX,1225000000000000000,9830709885038132254976,0.0030625,,0.0030625
0xea3c896704d79465587afb4797b52e07f586a16980844cbec4c1e6dd0d7fe908,0x10ED43C718714eb63d5aA57B78B54704E256024E,7041398308794435,4788150849980215,844967797055332.1,1408279661758887,WBNB,EFX,2816559323517773656,22286754020977328697376,0.007041398308794435,,0.007041398308794435
0xa02d5a38536e0a55c62bfb5faaab236ead812587845680282620a6f15bcf3795,0x0000606eC42C2f4673b8A0e12c59451BFDCd8502,24576774712595333000,16712206804564826000,2949212965511440000,4915354942519067000,EFX,WBNB,9830709885038132254975,1242618599322429830,24.576774712595333,24.576774712595333,
0xc1ca8b07ad6205431358901171773722d528b9ead4d93137e5d44ef9d63aae62,0x10ED43C718714eb63d5aA57B78B54704E256024E,2106446145483471,1432383378928760.2,252773537458016.5,421289229096694.2,WBNB,EFX,842578458193388364,6638942945225577513179,0.002106446145483471,,0.002106446145483471
0xe0aa009fc48fdd0e95a1d5cb795e434bc6fb22c63289f4eb4cba7f83ee4c2dd5,0x10ED43C718714eb63d5aA57B78B54704E256024E,357530345056500.4,243120634638420.22,42903641406780.04,71506069011300.08,WBNB,EFX,143012138022600143,1122847342997958142562,0.035753034505649984,,0.035753034505649984
0x4c0c2bb74001750f15042c18ac78148a3a56b248ab51f7525e3489b02efafbcd,0x10ED43C718714eb63d5aA57B78B54704E256024E,4055235079711730,2757559854203976,486628209565407.56,811047015942346,WBNB,EFX,1622094031884692046,12655576834767656781853,0.00405523507971173,,0.00405523507971173
0xfbc67ff54b3e7093e806138746904610c3e658efc479e8b14d4c828d74ea89e9,0x10ED43C718714eb63d5aA57B78B54704E256024E,7500000000000000000,5100000000000000000,899999999999999900,1500000000000000000,EFX,WBNB,3000000000000000000000,384298923135988201,7.5,7.5,
0x81cbb36b5c78bf0980ebe8e23f8b3a25dc1a08cf681aa453339389cfe83a83f6,0x10ED43C718714eb63d5aA57B78B54704E256024E,7500000000000000000,5100000000000000000,899999999999999900,1500000000000000000,EFX,WBNB,3000000000000000000000,383243483971255023,7.5,7.5,
0xc48625387f6eb139d352573e110e09f58751bd0f5545f2647ffd66f4dae059e8,0x10ED43C718714eb63d5aA57B78B54704E256024E,22500000000000000000,15300000000000000000,2700000000000000000,4500000000000000000,EFX,WBNB,9000000000000000000000,1143445043432017443,22.5,22.5,
0x9c67447d9f6ca20c79f695eb6f133c6fd4ce07b4e7799fa9fd14d000ee80aab7,0x10ED43C718714eb63d5aA57B78B54704E256024E,37500000000000000000,25500000000000000000,4499999999999999500,7500000000000000000,EFX,WBNB,15000000000000000000000,1885039982607666443,37.5,37.5,
0xf509a2ba1511b33bf74ebc8747922ee220cc5e6ebc25295df79ad245fb9f864b,0x10ED43C718714eb63d5aA57B78B54704E256024E,6486202725606383,4410617853412340.5,778344327072765.9,1297240545121276.8,WBNB,EFX,2594481090242553288,20490722178486630722241,0.006486202725606383,,0.006486202725606383
0x390f0beb9408a1775ecb512a114721c169ce43c435a59c57b08e5527ca1bcfca,0x10ED43C718714eb63d5aA57B78B54704E256024E,750000000000000000,510000000000000000,90000000000000000,150000000000000000,EFX,WBNB,300000000000000000000,38145551227306152,0.75,0.75,
0x899113ef1bfb037f75f174afdaf3359237dff6bbfe431300ed2d50f93c1b7a0d,0x10ED43C718714eb63d5aA57B78B54704E256024E,5000000000000000000,3400000000000000000,600000000000000000,1000000000000000000,EFX,WBNB,2000000000000000000000,254036905404981768,5,5,
0x8a664466485f6663d02f465cec13127cc3990d16e3ebf83242c9bb482a8b4d74,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1263263565094336968,25,25,
0x5293ced0a859efb4e839af032033f09e26070d6cdad0cc749b4b05b1975df504,0x10ED43C718714eb63d5aA57B78B54704E256024E,1375000000000000000,935000000000000000,165000000000000000,275000000000000000,EFX,WBNB,550000000000000000000,69146097846469883,1.375,1.375,
0x286bfb6ad3285725202003fbdc86446ddc9cbae7e26babcc2051ced00bb6dc7c,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1251209784383230425,25,25,
0xd2782015a0ffcfcadb95e9e3afe2e875252c3a40c6d911ff2ac0e8f5100beefa,0x10ED43C718714eb63d5aA57B78B54704E256024E,6351805446216577000,4319227703427272000,762216653545989200,1270361089243315500,EFX,WBNB,2540722178486630722241,316095328199039911,6.351805446216577,6.351805446216577,
0xece1c3bdad6bb372e04a3fcbd71d9c74c6a9943cf2ee8c520f2b13d8f1f65844,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1237104713979183915,25,25,
0x81ef26b1f4d87daa886646f167900870cbc174c1b28a520f0c73797960959cc8,0x10ED43C718714eb63d5aA57B78B54704E256024E,2500000000000000000,1700000000000000000,300000000000000000,500000000000000000,EFX,WBNB,1000000000000000000000,123098141457719617,2.5,2.5,
0x4cc347b70cc60150e1dcb521724c60c027aba28b9d934270a460c829ef73986b,0x10ED43C718714eb63d5aA57B78B54704E256024E,725000000000000,493000000000000,87000000000000,145000000000000,WBNB,EFX,290000000000000000,2342662197939217573630,0.000725,,0.000725
0xe3961dc4c6512cc73593373d509e1b07f7f4446bff5b9175070201e76ad661fc,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1227512678800281247,25,25,
0xcf9a509e18a8b3e578e98329279ee7a83badb3768698a2b8e4d0b4c76c6a8e04,0x10ED43C718714eb63d5aA57B78B54704E256024E,10000000000000000000,6800000000000000000,1200000000000000000,2000000000000000000,EFX,WBNB,4000000000000000000000,487929558523797482,10,10,
0x3d4e0e808976d7a0aefcc03c44e912115e511be91c5555dc4693dfd0d1aebe7d,0x10ED43C718714eb63d5aA57B78B54704E256024E,50000000000000000000,34000000000000000000,5999999999999999000,10000000000000000000,EFX,WBNB,20000000000000000000000,2413718979995116797,50,50,
0x1c761a22b947608719cd3fd372aea57d077389a835ebcc8211a9927771c47e9b,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1190877232849584153,25,25,
0x27c696a841b7c87430625481ec2ae204d0c6747b3d8de24eaf920a6a1b4451f7,0x10ED43C718714eb63d5aA57B78B54704E256024E,12500000000000000000,8500000000000000000,1499999999999999700,2500000000000000000,EFX,WBNB,5000000000000000000000,591504676517779562,12.5,12.5,
0x457a7f35ea829bcae39157fed4beb13dee210a8ae3cc296ff12868e5ddc709b9,0x10ED43C718714eb63d5aA57B78B54704E256024E,10623226158738573000,7223793787942230000,1274787139048628700,2124645231747714800,EFX,WBNB,4249290463495429443508,500651594074623043,10.623226158738573,10.623226158738573,
0x87ee5753da4543d6fd76a8e83e80d72a11b0e94aa4ee46f88bce44c7ef901a02,0x10ED43C718714eb63d5aA57B78B54704E256024E,55716885052443320000,37887481835661450000,6686026206293198000,11143377010488664000,EFX,WBNB,22286754020977328697376,2595528756572012373,55.71688505244332,55.71688505244332,
0x64abe9e66b4cec0b12f6fd938e229be858e6b8b45b074ea6fef7e65fdafc7037,0x10ED43C718714eb63d5aA57B78B54704E256024E,6780133845531942000,4610491014961720300,813616061463833000,1356026769106388500,EFX,WBNB,2712053538212776743219,312411997320469692,6.780133845531942,6.780133845531942,
0xfb171ceb1b8d9ae3117dfc1bdc0f6a88f202bcc70e61f4fef6d86079511ee0b0,0x10ED43C718714eb63d5aA57B78B54704E256024E,31638942086919143000,21514480619105014000,3796673050430296600,6327788417383828000,EFX,WBNB,12655576834767656781853,1448168159954123167,31.638942086919143,31.638942086919143,
0x209f4bb8b2da23030112a60fcb7028f4ef935e1f6b367c7cde5a2384132b8e7c,0x10ED43C718714eb63d5aA57B78B54704E256024E,1432770711345483.2,974284083714928.5,171932485361457.97,286554142269096.6,WBNB,EFX,573108284538193295,5000000000000000000000,0.143277071134548282,,0.143277071134548282
0x97a1187d92c63cedc14452a1c295dca6167168da0fc4cb668bafe3cfee3a5f89,0x10ED43C718714eb63d5aA57B78B54704E256024E,5205909036006938000,3540018144484717000,624709084320832400,1041181807201387400,EFX,WBNB,2082363614402774832535,237794154708848529,5.205909036006938,5.205909036006938,
0x1455f84c176a4983cd3c04818298eaf8a23c659acf899960d0493ebe10081e76,0x10ED43C718714eb63d5aA57B78B54704E256024E,5000000000000000000,3400000000000000000,600000000000000000,1000000000000000000,EFX,WBNB,2000000000000000000000,227985479628248592,5,5,
0x3ca201060b752d1a84719ebddfe1c1d7fc26b6f183373ad09e7ac0e18a7bc083,0x10ED43C718714eb63d5aA57B78B54704E256024E,60825865395354.82,41361588468841.27,7299103847442.578,12165173079070.965,WBNB,EFX,24330346158141927,212536337903678511020,0.060825865395353882,,0.060825865395353882
0x1478dc68aa350f163d0ae343ba431bef777a47795ed1af11df5898b71e231321,0x10ED43C718714eb63d5aA57B78B54704E256024E,1023724909905519.8,696132938735753.4,122846989188662.34,204744981981103.94,WBNB,EFX,409489963962207889,3571214695768646792806,0.102372490990551888,,0.102372490990551888
0x98cc023a9718b528c746d6c6cc94a1cd0ea5a700d2cfd3c61e4d9bc481e95eda,0x10ED43C718714eb63d5aA57B78B54704E256024E,75000000000000,51000000000000,9000000000000,15000000000000,WBNB,EFX,30000000000000000,261198650944758463648,0.000075,,0.000075
0xf70783440c09eac01281059636f59f0aa8bdba4deebc721ec28754e9aa322f6c,0x10ED43C718714eb63d5aA57B78B54704E256024E,50000000000000000000,34000000000000000000,5999999999999999000,10000000000000000000,EFX,WBNB,20000000000000000000000,2266279637999158948,50,50,
0xb51e7c1b0de0024862efd8966bf0bf7ab64d0aecb744f71f73f0954558e67c55,0x37A1C833ABB8ee88b5608100B29eE16876756E8E,19426815253549816,13210234372413874,2331217830425978,3885363050709963.5,WBNB,EFX,7770726101419926339,66847925099515486015144,0.019426815253549816,,0.019426815253549816
0x0f371174200888e3889b8b19a27976ea957c27ecae4d156f6dd15a7e6d0af18d,0x10ED43C718714eb63d5aA57B78B54704E256024E,4483316533836735.5,3048655243008980,537997984060408.2,896663306767347.1,WBNB,EFX,1793326613534694241,14883866145181033646632,0.448331653383673485,,0.448331653383673485
0x80810c1dd78b4298831183c343442628a42ef5e2d16543327909617c4fff8069,0x37A1C833ABB8ee88b5608100B29eE16876756E8E,167119812748788730000,113641472669176320000,20054377529854644000,33423962549757743000,EFX,WBNB,66847925099515486015144,7834608362038065849,167.11981274878873,167.11981274878873,
0x7003d27341e38b6c67020fdcf0647ff583f4c015b1e0cc90d134b05fe84a2148,0x10ED43C718714eb63d5aA57B78B54704E256024E,12500000000000000000,8500000000000000000,1499999999999999700,2500000000000000000,EFX,WBNB,5000000000000000000000,567822822106001355,12.5,12.5,
0x56320c3db31e334ac6f86574171cfd07c01b8fe0f33aa9486bb5d22e62d94441,0x10ED43C718714eb63d5aA57B78B54704E256024E,12500000000000000000,8500000000000000000,1499999999999999700,2500000000000000000,EFX,WBNB,5000000000000000000000,565378954587519042,12.5,12.5,
0x5b2bc0b6256d64c2c0cbea873eed6845d7fa167420fd71d5c4b7a278ec66ec1f,0x10ED43C718714eb63d5aA57B78B54704E256024E,11198913052929624000,7615260875992144000,1343869566351554600,2239782610585924600,EFX,WBNB,4479565221171849138103,504467610465588546,11.198913052929624,11.198913052929624,
0x8dae862db9a1b5799dfe1c0dd46c727266faf92bc031e7f30cf346b89b3c3903,0x10ED43C718714eb63d5aA57B78B54704E256024E,5707730245681567000,3881256567063465500,684927629481787900,1141546049136313300,EFX,WBNB,2283092098272626810550,256364642799168424,5.707730245681567,5.707730245681567,
0xdf171419223ffe6df5b80e12dda1ea61347b975cf1317588acd831906d7f28ac,0x10ED43C718714eb63d5aA57B78B54704E256024E,959702201249831.8,652597496849885.5,115164264149979.8,191940440249966.34,WBNB,EFX,383880880499932704,3400000000000000000000,0.095970220124983088,,0.095970220124983088
0x5ea1890875769f19b7e22cc3acc8a7ea78efe2044259f491eaa02008e0758b64,0x10ED43C718714eb63d5aA57B78B54704E256024E,188219750000000000,127989430000000000,22586370000000000,37643950000000000,EFX,WBNB,75287900000000000000,8470148771831792,0.18821975,0.18821975,
0x136cf4616794c3ce805d858ff7ef31321a6458559e9c87597cfaeb62f1629017,0x10ED43C718714eb63d5aA57B78B54704E256024E,1082236017837137.5,735920492129253.4,129868322140456.48,216447203567427.5,WBNB,EFX,432894407134854999,3822443702782881178447,0.108223601783713685,,0.108223601783713685
0x1be1ed742bc6480253a7690c308ecad2d89a9304fb795c2448e236daebbb7ffb,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1123880788020928578,25,25,
0x29b9de0394fc3170a2752d266199ccb2c7aaefc0dbc6d6fa9678902cc8d0b995,0x10ED43C718714eb63d5aA57B78B54704E256024E,244358916246711.3,166164063047763.7,29323069949605.355,48871783249342.266,WBNB,EFX,97743566498684526,868759534689181804642,0.024435891624671083,,0.024435891624671083
0xcd003ce72b65260600f874d9d3bf9e9ed76b8f7dc13c9374e27af832331b17a6,0x10ED43C718714eb63d5aA57B78B54704E256024E,34484145996378820000,23449219277537595000,4138097519565458000,6896829199275765000,EFX,WBNB,13793658398551527971253,1535673491596299801,34.48414599637882,34.48414599637882,
0xe6f8ecfc079a0582607cb195225d2e626eb96c4aa6175ee330894c564b57e5e6,0x10ED43C718714eb63d5aA57B78B54704E256024E,37209665362952585000,25302572446807757000,4465159843554309600,7441933072590517000,EFX,WBNB,14883866145181033646632,1636925116742655673,37.209665362952585,37.209665362952585,
0x6de3f3ba8cfd0b887a5b3e03ab371cca556aeb28ee84bf492c3fc9c8dd1787d0,0x10ED43C718714eb63d5aA57B78B54704E256024E,12500000000000000000,8500000000000000000,1499999999999999700,2500000000000000000,EFX,WBNB,5000000000000000000000,545275665166464511,12.5,12.5,
0x4629c02d022ea872c6e95865b584c6de41dfad91c3e25fbc2ea5d70e3da9ad85,0x10ED43C718714eb63d5aA57B78B54704E256024E,12500000000000000000,8500000000000000000,1499999999999999700,2500000000000000000,EFX,WBNB,5000000000000000000000,542976261237665204,12.5,12.5,
0xd9183965b6f3b2e73021179efdaa0663ee053a5a7c7ff862460eb513b1c50d60,0x10ED43C718714eb63d5aA57B78B54704E256024E,1364253393477843,927692307564933.2,163710407217341.16,272850678695568.62,WBNB,EFX,545701357391137196,5000000000000000000000,0.001364253393477843,,0.001364253393477843
0x700a4806ec2443ed6deea9b43e31f23b5ea9d6df93026bc2a99894e9e9ff4ebd,0x10ED43C718714eb63d5aA57B78B54704E256024E,1605213510501946.2,1091545187141323.4,192625621260233.53,321042702100389.25,WBNB,EFX,642085404200778469,5856123464795296950949,0.160521351050194582,,0.160521351050194582
0x40e955e8789f6105cf5ae530a4b8787901f798a206bafec261fe4cec16ba5768,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1089067676389237139,25,25,
0x93627291a33d8c74c5d69403c8e6c77ce121356b5bfbff914133f2cfec03519e,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1079917850666099946,25,25,
0xfef29006af27d44aa0be55a5c68da24170d3f8248bd25480336b65f4cde7ebe8,0x10ED43C718714eb63d5aA57B78B54704E256024E,9640308661988241000,6555409890152005000,1156837039438589000,1928061732397648400,EFX,WBNB,3856123464795296950949,414008372643648877,9.640308661988241,9.640308661988241,
0x6ca4c64ab408461269aeb1a4079471b539359120671079e95691ebaf103dc546,0x10ED43C718714eb63d5aA57B78B54704E256024E,37500000000000000000,25500000000000000000,4499999999999999500,7500000000000000000,EFX,WBNB,15000000000000000000000,1597811403160702274,37.5,37.5,
0x075f95c0cb0c85548e7f12fea1df04645bf417af9c486e3b6f4a074732cb74cc,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1054152273782096146,25,25,
0x920e74c5dd9492e51f2c1162c3e8796d948a1c6c3c87fbc0511c9218b027e2d5,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1045438204235168358,25,25,
0x14756aa439e28a776bc1f9a268019747d4bd707848fc8873909c213640576ff4,0x10ED43C718714eb63d5aA57B78B54704E256024E,62500000000000000000,42499999999999990000,7499999999999999000,12500000000000000000,EFX,WBNB,25000000000000000000000,2576193267785443418,62.5,62.5,
0x00ef4c461f92743e9c876130ed4b0e59f6fc17171c18cf51632ebd732c39511f,0x10ED43C718714eb63d5aA57B78B54704E256024E,42500000000000000000,28900000000000000000,5100000000000000000,8500000000000000000,EFX,WBNB,17000000000000000000000,1721913072405076509,42.5,42.5,
0xb896572e393e93d924ad09e81d5f0d52502e2a71034541e2488aaeb88b5fdfa6,0x10ED43C718714eb63d5aA57B78B54704E256024E,25000000000000000000,17000000000000000000,2999999999999999500,5000000000000000000,EFX,WBNB,10000000000000000000000,1001821054138914369,25,25,
