transactionHash,address,totalFee,lpFee,pcstFee,cakeFee,swapFrom,swapTo,swapAmountFrom,swapAmountTo,totalFeeFormatted,lpFeeFormatted,efxFeesFormatted,wbnbFeesFormatted,inOutEfx,inOutWbnb,totalEfxOnlyFee,totalWbnbOnlyFee,onlyWbnb,onlyEfx
0x083385bb27971aff3173adeef76bc8d438be4ff188e67c40dfc1bd53f37f4c1c,0x10ED43C718714eb63d5aA57B78B54704E256024E,5000000000000,150847758938524,600000000000,1000000000000,WBNB,EFX,2000000000000000,12330837291666022825,0,0,0,5000000000000,0,0,20962423395832238,3400000000000,2000000000000000,12330837291666022825
0x7fecc82376d72d0d5fbc07979864e64e2f529ddd8e54eebd61a5d79822b776bf,0x10ED43C718714eb63d5aA57B78B54704E256024E,5000000000000,150847758938524,600000000000,1000000000000,WBNB,EFX,2000000000000000,6515901355252064486,0,0,0,5000000000000,0,0,11077032303928509,3400000000000,2000000000000000,6515901355252064486
0xe436007adfd3aa768e40b5444a61617c05be73c5513e698b8f60b2f3f98d5286,0x10ED43C718714eb63d5aA57B78B54704E256024E,2000000000000,358927758938524,240000000000,400000000000,EFX,WBNB,800000000000000,272584378907,0,0,2000000000000,0,0,0,1360000000000,463393444,272584378907,800000000000000
0x4359551afe7c4e694f6b9047d42ef3e11ce424cf8511b8a663c995da20d5a0c0,0x10ED43C718714eb63d5aA57B78B54704E256024E,2000000000000,358927758938524,240000000000,400000000000,EFX,WBNB,800000000000000,202410766416,0,0,2000000000000,0,0,0,1360000000000,344098302,202410766416,800000000000000
0xf32f729b55d119cfb56fd04428a7ee6bf03d21721cac79a225865d0af2560835,0x10ED43C718714eb63d5aA57B78B54704E256024E,2500000000000,324247758938524,300000000000,500000000000,EFX,WBNB,1000000000000000,189907691768,0,0,2500000000000,0,0,0,1700000000000,322843076,189907691768,1000000000000000
0x7b8077f667cf1a6578ac0c7d9312a58e0e5022a80201c74df1d41aa22a06046e,0x10ED43C718714eb63d5aA57B78B54704E256024E,3000000000000,289567758938524,360000000000,600000000000,EFX,WBNB,1200000000000000,168330132389,0,0,3000000000000,0,0,0,2040000000000,286161225,168330132389,1200000000000000
0x44670fd64fdf60c39494cf35531ae88e94c4afc4dc60cadbdb2b27e297fcd0bb,0x10ED43C718714eb63d5aA57B78B54704E256024E,1550000000000,390139758938524,186000000000,310000000000,EFX,WBNB,620000000000000,69452212514,0,0,1550000000000,0,0,0,1054000000000,118068761,69452212514,620000000000000
0x8a4cde844db30cc82f2a5b85f10f664d6df56ae083add4e13d07f49e41b82490,0x10ED43C718714eb63d5aA57B78B54704E256024E,225000000,489976033571995,27000000,45000000,WBNB,EFX,90000000000,783842571673774,0,0,0,225000000,0,0,1332532371845,153000000,90000000000,783842571673774
0x8a8944717c07d121c14bcd8d58ba2a7993019b0f66d371f0f2f46ef589d44632,0x10ED43C718714eb63d5aA57B78B54704E256024E,2000000000000,358927758938524,240000000000,400000000000,EFX,WBNB,800000000000000,91273251772,0,0,2000000000000,0,0,0,1360000000000,155164528,91273251772,800000000000000
0xc5b7e876ae6266868ee9490870ed3311d93a7a87b9b2ed5d07e4c7ad0fb45db3,0x10ED43C718714eb63d5aA57B78B54704E256024E,75000000,489986437571995,9000000,15000000,WBNB,EFX,30000000000,278190906782392,0,0,0,75000000,0,0,472924541530,51000000,30000000000,278190906782392
0x63032fd6cdee915dd1cf6f9fa227ee7129459a2846fb5ac5d66b42458de2ead4,0x10ED43C718714eb63d5aA57B78B54704E256024E,1250000000000000,513707270983976337775,150000000000000,250000000000000,WBNB,EFX,500000000000000000,4484811984866704090371,0,0,0,1250000000000000,0,0,7624180374273396953,850000000000000,500000000000000000,4484811984866704090371
0xbed0cedf8ffaf46cf4eb1025933cdda9b70874927ac5cf1e4aa747d9740e0b3a,0x10ED43C718714eb63d5aA57B78B54704E256024E,50000000000000,513790502983976337775,6000000000000,10000000000000,WBNB,EFX,20000000000000000,179027840228243899369,0,0,0,50000000000000,0,0,304347328388014628,34000000000000,20000000000000000,179027840228243899369
0xaeff927f758e67e95cf2f459bf8ede0ee6e9563b0f6a54c151940a2c92b20378,0x61e36Fc4340823a0236e287f95eb4542C0E73A81,1606455124500000,32882671367438237170532,192774614940000,321291024900000,WBNB,EFX,642582049800000000,5737178129891248957440,0,0,0,1606455124500000,0,0,9753202820815123227,1092389484660000,642582049800000000,5737178129891248957440
0x7380d83886298867bdb81b91a03e9af2f9b390c97b8712a32a9c27034e9ba7dc,0x10ED43C718714eb63d5aA57B78B54704E256024E,14276220938129464,32881792592481403830858,1713146512575535,2855244187625892,WBNB,EFX,5710488375251785894,49752199878594295791220,0,0,0,14276220938129464,0,0,84578739793610302845,9707830237928036,5710488375251785894,49752199878594295791220
0xf41ded13b85c35159d9d1de66586d01e0bb3beb5daaa60ae083db4ea3ba5c1bf,0x61e36Fc4340823a0236e287f95eb4542C0E73A81,14342945324728122393,2028240479332450303228493683,1721153438967374687,2868589064945624478,EFX,WBNB,5737178129891248957440,668100284901642825,0,0,14342945324728122393,0,0,0,9753202820815123227,1135770484332792,668100284901642825,5737178129891248957440
0x6d6c5e564c4074b7bfe9a923c7a87e06de35c2e1e7e0870d35b8bc7e156d81c2,0x10ED43C718714eb63d5aA57B78B54704E256024E,24883925604488,513792245034896410433,2986071072538,4976785120897,WBNB,EFX,9953570241795513,85262069155081664365,0,0,0,24883925604488,0,0,144945517563638829,16921069411052,9953570241795513,85262069155081664365
0x1c0aa7f3eb8a959b2492888e6797eee2330670102fc19f6fce0848fac8021aae,0x10ED43C718714eb63d5aA57B78B54704E256024E,575000000000000,513754088983976337775,69000000000000,115000000000000,WBNB,EFX,230000000000000000,1968373110676883820872,0,0,0,575000000000000,0,0,3346234288150702495,391000000000000,230000000000000000,1968373110676883820872
0x8ab5e09b256d5a5280720c17e144c4c59041e1d9954c6a4b8d5cd75242986506,0x61e36Fc4340823a0236e287f95eb4542C0E73A81,1643814546000000,513679948350946411245,197257745520000,328762909200000,WBNB,EFX,657525818400000000,5608201458689446394609,0,0,0,1643814546000000,0,0,9533942479772058870,1117793891280000,657525818400000000,5608201458689446394609
0x21885d4236620ebec13ac3d9a6644ef24e3eaee9bfd1dad3cdc6822d4e2a2ab3,0x10ED43C718714eb63d5aA57B78B54704E256024E,13212893177604243,512877524713177707440,1585547181312509,2642578635520848,WBNB,EFX,5285157271041697429,44079784188206172715776,0,0,0,13212893177604243,0,0,74935633119950493616,8984767360770885,5285157271041697429,44079784188206172715776
0x06c387d3a939a9f2b94af2d516a4072e4999069cfa698e047016a6ed74144356,0x61e36Fc4340823a0236e287f95eb4542C0E73A81,14020503646723615986,32424114131565139884957,1682460437606833918,2804100729344723197,EFX,WBNB,5608201458689446394609,680805172251742384,0,0,14020503646723615986,0,0,0,9533942479772058870,1157368792827962,680805172251742384,5608201458689446394609
0x9503193671c0d2e650e149457cfed6ed7b957d99d2f104ed796d81a54b8ee3b8,0x10ED43C718714eb63d5aA57B78B54704E256024E,56368237500000,513790053626903971245,6764188500000,11273647500000,WBNB,EFX,22547295000000000,185264930856118792737,0,0,0,56368237500000,0,0,314950382455401947,38330401500000,22547295000000000,185264930856118792737
0xf517b161a48240620722dea84e664037abd9c144f5bc6d8fd8952dab95cd2586,0x10ED43C718714eb63d5aA57B78B54704E256024E,30429697925313,32882780680561824390766,3651563751037,6085939585062,WBNB,EFX,12171879170125527,100000000000000000000,0,0,0,30429697925313,0,0,170000000000000000,20692194589213,12171879170125527,100000000000000000000
0xf3061c99628dda11471f38d5060ebf666939f572f229bcebe7f84691affc9509,0x10ED43C718714eb63d5aA57B78B54704E256024E,201876313343210,32882768789024579005418,24225157601185,40375262668642,WBNB,EFX,80750525337284398,663188651749377010740,0,0,0,201876313343210,0,0,1127420707973940918,137275893073383,80750525337284398,663188651749377010740
0xb0d4928f28db302400eabbc89d48dcfb675936f030ed8165c36cda341464f0b6,0x10ED43C718714eb63d5aA57B78B54704E256024E,152281853915832,513783408714588735657,18273822469899,30456370783166,WBNB,EFX,60912741566332860,500000000000000000000,0,0,0,152281853915832,0,0,850000000000000000,103551660662765,60912741566332860,500000000000000000000
0x887ffd285b236b406349463ee891de03923402a80937bf7c2dc007cc07ce6d3f,0x10ED43C718714eb63d5aA57B78B54704E256024E,543179188199157,513756296075482844177,65181502583898,108635837639831,WBNB,EFX,217271675279663192,1781616465959773485798,0,0,0,543179188199157,0,0,3028747992131614925,369361847975427,217271675279663192,1781616465959773485798
0x2598a37825bf160101c8f0983a7736954478b590dbe8d09e975feaf8eb8c9f4e,0x10ED43C718714eb63d5aA57B78B54704E256024E,651521463400463,32882737601636971034380,78182575608055,130304292680092,WBNB,EFX,260608585360185422,2133170180093835750597,0,0,0,651521463400463,0,0,3626389306159520776,443034595112315,260608585360185422,2133170180093835750597
0xc38a0e257f8af55c7ee232d323e3f7fb83c49a3bd7464aee2a0568cc797d7da6,0x10ED43C718714eb63d5aA57B78B54704E256024E,2034455283842260,32882641681347185191310,244134634061071,406891056768452,WBNB,EFX,813782113536904396,6634502004378176685856,0,0,0,2034455283842260,0,0,11278653407442900365,1383429593012737,813782113536904396,6634502004378176685856
0xaadeb45b894cfe29665a155ee5c4b1204e1aaaf872b35909885bc7b276e11578,0x10ED43C718714eb63d5aA57B78B54704E256024E,4454041164899433714,204861675786551615337,534484939787932045,890808232979886742,EFX,WBNB,1781616465959773485798,217923818858594747,0,0,4454041164899433714,0,0,0,3028747992131614925,370470492059611,217923818858594747,1781616465959773485798
0xa31c82ed62dd81f45ddb1240ef28c2e8ffac895353b3f17880b232d0d546d959,0x10ED43C718714eb63d5aA57B78B54704E256024E,76778745423924,32882777465791889887150,9213449450870,15355749084784,WBNB,EFX,30711498169569680,250000000000000000000,0,0,0,76778745423924,0,0,425000000000000000,52209546888268,30711498169569680,250000000000000000000
0x0151463d93ae8e9dbf4595c3d1cf9336c2ef38af3ab34ce3f55dcaf8a46a1a86,0x10ED43C718714eb63d5aA57B78B54704E256024E,1795261375881780,513669451654945177497,215431365105813,359052275176356,WBNB,EFX,718104550352712097,5829349124238363087189,0,0,0,1795261375881780,0,0,9909893511205217248,1220777735599610,718104550352712097,5829349124238363087189
0x32c8c713c2af7790afd8a4366107df74f00a2aee76490d43c7a7a3de2b2b261d,0x10ED43C718714eb63d5aA57B78B54704E256024E,1250000000000000,513707270983976337775,150000000000000,250000000000000,WBNB,EFX,500000000000000000,4040535331937644107472,0,0,0,1250000000000000,0,0,6868910064293994982,850000000000000,500000000000000000,4040535331937644107472
0xa25724824f4652db753820033dc3f0004c73e1b0f1f4650e9e8087539348cbe7,0x10ED43C718714eb63d5aA57B78B54704E256024E,250000000000000,513776630983976337775,30000000000000,50000000000000,WBNB,EFX,100000000000000000,806311216126111287097,0,0,0,250000000000000,0,0,1370729067414389188,170000000000000,100000000000000000,806311216126111287097
0x8ecd44a8702d5d660104cdf3306d3f4ede378b17451a8eb294a73a0c8e2b14e1,0x10ED43C718714eb63d5aA57B78B54704E256024E,6704601600422458,513328939816971036034,804552192050695,1340920320084491,WBNB,EFX,2681840640168983511,21403807479168397021188,0,0,0,6704601600422458,0,0,36386472714586274936,4559129088287271,2681840640168983511,21403807479168397021188
0xb6ded4aa9e733edde1de4309011850e2e810040dc863a6766ccbf50bf5ac4d48,0x10ED43C718714eb63d5aA57B78B54704E256024E,250000000000000,513776630983976337775,30000000000000,50000000000000,WBNB,EFX,100000000000000000,789959439383883268387,0,0,0,250000000000000,0,0,1342931046952601556,170000000000000,100000000000000000,789959439383883268387
0x01618d99bab1f43088a42b391cd2002b14f1ce7814b698c6b8c0e205a2420ab4,0x10ED43C718714eb63d5aA57B78B54704E256024E,6593009806983905,513336679823763934076,791161176838068,1318601961396781,WBNB,EFX,2637203922793562276,20626200911545051127961,0,0,0,6593009806983905,0,0,35064541549626586917,4483246668749055,2637203922793562276,20626200911545051127961
0xffd0d98a9c3f9da26e73f508854139cbac9cf9071523f1cd1f4b981340e25dd9,0x10ED43C718714eb63d5aA57B78B54704E256024E,250000000000000,513776630983976337775,30000000000000,50000000000000,WBNB,EFX,100000000000000000,774350967666264999728,0,0,0,250000000000000,0,0,1316396645032650499,170000000000000,100000000000000000,774350967666264999728
0x2e37586c07f49474c508c5e94ab39504e8273fe5df0a40903ca441bb5ba1f9dc,0x10ED43C718714eb63d5aA57B78B54704E256024E,7500000000000000,513273770983976337775,900000000000000,1500000000000000,WBNB,EFX,3000000000000000000,22972473013059160985029,0,0,0,7500000000000000,0,0,39053204122200573674,5100000000000000,3000000000000000000,22972473013059160985029
0x053fe32cc427af94920a90c513b92a49bfb4f3362cb76e9a1397b920cb2e14a9,0x10ED43C718714eb63d5aA57B78B54704E256024E,10101338329844110268,2028240773530311468383574667,1212160599581293232,2020267665968822053,EFX,WBNB,4040535331937644107472,529732221599704750,0,0,10101338329844110268,0,0,0,6868910064293994982,900544776719498,529732221599704750,4040535331937644107472
0x112a65b3afd31693297b28421e742cf674606a5c0d8e5db8563d0ac1c1ab4e18,0x10ED43C718714eb63d5aA57B78B54704E256024E,250000000000000,513776630983976337775,30000000000000,50000000000000,WBNB,EFX,100000000000000000,760119158028111727965,0,0,0,250000000000000,0,0,1292202568647789937,170000000000000,100000000000000000,760119158028111727965
0x64f2e89672f4206a45cc9ff1e540c188eccb9029386f3288601b5deadf42db0e,0x10ED43C718714eb63d5aA57B78B54704E256024E,198642575972726,32882769013316603022254,23837109116727,39728515194545,WBNB,EFX,79457030389090417,603578730019940423033,0,0,0,198642575972726,0,0,1026083841033898719,135076951661453,79457030389090417,603578730019940423033
0x0f323bb13be40b0c8bb68e2a129a71332c627896c24a6825468f9a38e071e45e,0x10ED43C718714eb63d5aA57B78B54704E256024E,28431104079546,513791999002597380395,3411732489545,5686220815909,WBNB,EFX,11372441631818795,86360166395818847075,0,0,0,28431104079546,0,0,146812282872892040,19333150774091,11372441631818795,86360166395818847075
0x3ef87ed5d1fa456377568176556781e6a8e55483659f2bc70003f1534a55c76d,0x10ED43C718714eb63d5aA57B78B54704E256024E,124380499696485739478,2028232847127679078120172706,14925659963578288737,24876099939297147895,EFX,WBNB,49752199878594295791220,6369882277166347530,0,0,124380499696485739478,0,0,0,84578739793610302845,10828799871182790,6369882277166347530,49752199878594295791220
0x7564b04e4bf7e891f44a41180f5ac190fff525424881ab41fcbf0968a7e71f6c,0x61e36Fc4340823a0236e287f95eb4542C0E73A81,3399707356500000,32882546987463425650532,407964882780000,679941471300000,WBNB,EFX,1359882942600000000,10763038996336906119550,0,0,0,3399707356500000,0,0,18297166293772740403,2311801002420000,1359882942600000000,10763038996336906119550
0x3a8b9c3b88201820b8243ecb53117afd2e79a29c612a7050c47ceee0bb6017ee,0x10ED43C718714eb63d5aA57B78B54704E256024E,7500000000000000,513273770983976337775,900000000000000,1500000000000000,WBNB,EFX,3000000000000000000,23369666510194459861849,0,0,0,7500000000000000,0,0,39728433067330581765,5100000000000000,3000000000000000000,23369666510194459861849
0xa88a6e00ef498f890a92549d0095b7a125ae23ebc7042b5ebb14d2dd26e4b274,0x61e36Fc4340823a0236e287f95eb4542C0E73A81,26907597490842265298,31530265302537070368653,3228911698901071835,5381519498168453059,EFX,WBNB,10763038996336906119550,1382909989426187954,0,0,26907597490842265298,0,0,0,18297166293772740403,2350946982024519,1382909989426187954,10763038996336906119550
0x9370668a098221fefb382179b66e6c6d0a6899f5c7565e0bd6c74bc2ab02f7e3,0x10ED43C718714eb63d5aA57B78B54704E256024E,99003132216657,32882775924308421943164,11880375865998,19800626443331,WBNB,EFX,39601252886663023,308176744140548515958,0,0,0,99003132216657,0,0,523900465038932477,67322129907327,39601252886663023,308176744140548515958
0xf5a77d49d081d8cf8271264beb7c2c59f829d94a18aa39527cef586a65bb7d1e,0x10ED43C718714eb63d5aA57B78B54704E256024E,1320207324226033,513702401403968020093,158424878907124,264041464845206,WBNB,EFX,528082929690413387,4101082156555429966747,0,0,0,1320207324226033,0,0,6971839666144230943,897740980473702,528082929690413387,4101082156555429966747
0x691b971f9d8d26e71f50af4ac9a9053aaa04b1976c4039e65243d42043c61958,0x10ED43C718714eb63d5aA57B78B54704E256024E,350000000000000,513769694983976337775,42000000000000,70000000000000,WBNB,EFX,140000000000000000,1084601022747325427647,0,0,0,350000000000000,0,0,1843821738670453226,238000000000000,140000000000000000,1084601022747325427647
0xc5f3de29caf60c123d56af275ce5d78aa87a1ba7735a6e940826e3ca99998d8e,0x10ED43C718714eb63d5aA57B78B54704E256024E,4385089475444252,513489821177959524387,526210737053310,877017895088850,WBNB,EFX,1754035790177701199,13496162752163397700873,0,0,0,4385089475444252,0,0,22943476678677776091,2981860843302092,1754035790177701199,13496162752163397700873
0x6efc74eaac697e86d086abae6cb5bc0db234179832c8a6ec6b725eff75f1d60b,0x10ED43C718714eb63d5aA57B78B54704E256024E,1900297895070279319,381989308981901764145,228035747408433518,380059579014055863,EFX,WBNB,760119158028111727965,98886464417613694,0,0,1900297895070279319,0,0,0,1292202568647789937,168106989509943,98886464417613694,760119158028111727965
0x1ff3880000f53e857fec777e08cb76a9b26581a6faaa7dced6aa933d2b0b5a2f,0x10ED43C718714eb63d5aA57B78B54704E256024E,318837426029709,513771856420106917128,38260491123565,63767485205941,WBNB,EFX,127534970411883773,975339786159746570821,0,0,0,318837426029709,0,0,1658077636471569170,216809449700202,127534970411883773,975339786159746570821
0xd2ac69075eb3a5454ddc36766c4d979aff6f191a9474bd2ab2eb47bdc5d94ddd,0x10ED43C718714eb63d5aA57B78B54704E256024E,763065614764518,32882729864934632423504,91567873771742,152613122952903,WBNB,EFX,305226245905807545,2330623715642449082249,0,0,0,763065614764518,0,0,3962060316592163439,518884618039872,305226245905807545,2330623715642449082249
0xb7f68b2715239762b6e09bc6f68a0158854b77146b7232ec843a7a044d722a7c,0x10ED43C718714eb63d5aA57B78B54704E256024E,163922969367163,513782601286821031344,19670756324059,32784593873432,WBNB,EFX,65569187746865227,500000000000000000000,0,0,0,163922969367163,0,0,850000000000000000,111467619169670,65569187746865227,500000000000000000000
0xd5bbc636b71f9fad745ff9a75f0508352fea87b321dd00f55438008893aefa55,0x10ED43C718714eb63d5aA57B78B54704E256024E,33740406880408494252,2028239133924516801237901572,4048848825649019310,6748081376081698850,EFX,WBNB,13496162752163397700873,1750338896507543564,0,0,33740406880408494252,0,0,0,22943476678677776091,2975576124062824,1750338896507543564,13496162752163397700873
0x98ddcdde75ef08f27ae90001f60eaea25e225ab19ddf5da2a9dc26c53c3d8f70,0x10ED43C718714eb63d5aA57B78B54704E256024E,5000000000000000000,166993970983976337775,600000000000000000,1000000000000000000,EFX,WBNB,2000000000000000000000,257503497326672594,0,0,5000000000000000000,0,0,0,3400000000000000000,437755945455343,257503497326672594,2000000000000000000000
0x0bb3ad406e50eb62832feb8fbdae29a2e546af3cec2ccea47b0601a1dc045fb0,0x10ED43C718714eb63d5aA57B78B54704E256024E,10252705391388574916,2028240763031492079659506669,1230324646966628990,2050541078277714983,EFX,WBNB,4101082156555429966747,526519884417644430,0,0,10252705391388574916,0,0,0,6971839666144230943,895083803509995,526519884417644430,4101082156555429966747
0x377d6bb7fbc10c97a71cfe7877d014485c8388206743297178b0dec6fd011bc6,0x10ED43C718714eb63d5aA57B78B54704E256024E,2495156898250000,513620906901513717775,299418827790000,499031379650000,WBNB,EFX,998062759300000000,7722022920034519445900,0,0,0,2495156898250000,0,0,13127438964058683058,1696706690810000,998062759300000000,7722022920034519445900
0x87ec333b09f156c668fe5ef1ab711ecc6335723a39f7d5aee9608a010b46dc01,0x10ED43C718714eb63d5aA57B78B54704E256024E,162185164081740,513782721820995628255,19462219689808,32437032816348,WBNB,EFX,64874065632696193,500000000000000000000,0,0,0,162185164081740,0,0,850000000000000000,110285911575583,64874065632696193,500000000000000000000
0x1dc9ea9fa819822ef0aeec39806e9aa5f0ec0f79a0c54a751631b6a06ff5651a,0x10ED43C718714eb63d5aA57B78B54704E256024E,655075311706447,513748534960356378611,78609037404773,131015062341289,WBNB,EFX,262030124682578800,2017145824016215609046,0,0,0,655075311706447,0,0,3429147900827566535,445451211960383,262030124682578800,2017145824016215609046
0xd0bfedd08e6d981f6721c45442cfb3e64b7cdefdafe952c77c58f257d1459f37,0x10ED43C718714eb63d5aA57B78B54704E256024E,273690118657933,513774987837346223481,32842814238952,54738023731586,WBNB,EFX,109476047463173551,841631228983446505561,0,0,0,273690118657933,0,0,1430773089271859059,186109280687395,109476047463173551,841631228983446505561
0x2c86027cac6db637239087de75fa02b8d0f9bf1db32e45913d2c053cc2814c04,0x10ED43C718714eb63d5aA57B78B54704E256024E,645979498705640,513749165845946114543,77517539844676,129195899741128,WBNB,EFX,258391799482256237,1983832332159851102565,0,0,0,645979498705640,0,0,3372514964671746874,439266059119835,258391799482256237,1983832332159851102565
0xea8cc3462457ac62b45116b344952a411f8344e67c4a1cdb1b0238148d2be687,0x10ED43C718714eb63d5aA57B78B54704E256024E,1250000000000000,513707270983976337775,150000000000000,250000000000000,WBNB,EFX,500000000000000000,3828326105003468033752,0,0,0,1250000000000000,0,0,6508154378505895657,850000000000000,500000000000000000,3828326105003468033752
0xb4c9aac43896e24fb73bcb879b043c21642f0d0839e6ab65cd66be233f5b0c13,0x10ED43C718714eb63d5aA57B78B54704E256024E,1302552068806891,32882692446154180044542,156306248256826,260510413761378,WBNB,EFX,521020827522756578,3974634268469959554189,0,0,0,1302552068806891,0,0,6756878256398931242,885735406788686,521020827522756578,3974634268469959554189
0x08063e74eb6c3e6395ab5a907f81c04ab05590a025fd115c2458555b4a542c3d,0x10ED43C718714eb63d5aA57B78B54704E256024E,1303816589641935,32882692358447014925886,156457990757032,260763317928387,WBNB,EFX,521526635856774203,3963611133783463149305,0,0,0,1303816589641935,0,0,6738138927431887353,886595280956516,521526635856774203,3963611133783463149305
0xfc6b6df091c154d3e6fd51eb2c0fe0f60c98c5d32b2f60732faac803f9e32499,0x10ED43C718714eb63d5aA57B78B54704E256024E,1304520377761776,32882692309632270933737,156542445331413,260904075552355,WBNB,EFX,521808151104710472,3950933166697470905664,0,0,0,1304520377761776,0,0,6716586383385700539,887073856878007,521808151104710472,3950933166697470905664
0xf872ef74c5158055784f2fb1d146d7d07ebec07a6a0048375178325ab446fa10,0x10ED43C718714eb63d5aA57B78B54704E256024E,250000000000000,513776630983976337775,30000000000000,50000000000000,WBNB,EFX,100000000000000000,755475153762159660846,0,0,0,250000000000000,0,0,1284307761395671423,170000000000000,100000000000000000,755475153762159660846
0x39376e60487d2ad8a04164fc34419b8ce76f23a955a42335a06ccda18db78c5c,0x8d7bdf0ebfE5671d1113B4aCEc1A9471C602Dc55,3534741921356703,32882537621466007189553,424169030562804,706948384271340,WBNB,EFX,1413896768542681544,10624102725438820704699,0,0,0,3534741921356703,0,0,18060974633245995197,2403624506522558,1413896768542681544,10624102725438820704699
0x512d469fa213bf9203f192cf8fc977f46d050c88b61c19dbe0fe0966be9f5162,0x10ED43C718714eb63d5aA57B78B54704E256024E,22500000000000000,512233370983976337775,2700000000000000,4500000000000000,WBNB,EFX,9000000000000000000,65198124997510214417136,0,0,0,22500000000000000,0,0,110836812495767364509,15300000000000000,9000000000000000000,65198124997510214417136
0x1ac0d0d6519e415629445d9b505fdf9b638ae4064eb522d5dd484161395d4493,0x8d7bdf0ebfE5671d1113B4aCEc1A9471C602Dc55,26560256813597051761,31554356851910798379588,3187230817631646211,5312051362719410352,EFX,WBNB,10624102725438820704699,1498275117035157337,0,0,26560256813597051761,0,0,0,18060974633245995197,2547067698959767,1498275117035157337,10624102725438820704699
0x2b414eecc6151b45fb530e84a3817e88813a80528a4eedd7f2eb1e099d226a94,0x10ED43C718714eb63d5aA57B78B54704E256024E,2500000000,489818239571995,300000000,500000000,WBNB,EFX,1000000000000,7092288031546543,0,0,0,2500000000,0,0,12056889653629,1700000000,1000000000000,7092288031546543
0x2b414eecc6151b45fb530e84a3817e88813a80528a4eedd7f2eb1e099d226a94,0x10ED43C718714eb63d5aA57B78B54704E256024E,17730720078866,513792741181231667604,2127686409463,3546144015773,EFX,WBNB,7092288031546543,995006250017,0,0,17730720078866,0,0,0,12056889653629,1691510625,995006250017,7092288031546543
0x6eaf9f2c46b3379e0876cfebfecfe899e1c65aa1fc4b61f9dc187b036edbf516,0x00000000f7B7d8A2974a129CbADd9F2F99C1fF80,52476385688677253,32879142539062666264261,6297166282641270,10495277137735450,WBNB,EFX,20990554275470901248,138778340054602231981216,0,0,0,52476385688677253,0,0,235923178092823794368,35683942268300532,20990554275470901248,138778340054602231981216
0x41c3ac6fc7a20bd81e39ac1d25847366248f352df2478411787e08af8a233878,0x10ED43C718714eb63d5aA57B78B54704E256024E,8750000000000000,513187070983976337775,1050000000000000,1750000000000000,WBNB,EFX,3500000000000000000,21326640386160309788874,0,0,0,8750000000000000,0,0,36255288656472526641,5950000000000000,3500000000000000000,21326640386160309788874
0xb498cd807088e10fcc34a131b901c56b830532f9b61d954cd8ebe95edcd972b6,0x00000000f7B7d8A2974a129CbADd9F2F99C1fF80,346945850136505579953,9332412099033862864240,41633502016380669594,69389170027301115990,EFX,WBNB,138778340054602231981215,21352042606101853401,0,0,346945850136505579953,0,0,0,235923178092823794368,36298472430373150,21352042606101853401,138778340054602231981215
0xc15c476b539b38c1784442f36b75e8686bb6d523f2fb6cef9dec8a6038b70b11,0x00000000f7B7d8A2974a129CbADd9F2F99C1fF80,53400025206662103,32879078475425698835070,6408003024799452,10680005041332420,WBNB,EFX,21360010082664841216,138180600961305950632632,0,0,0,53400025206662103,0,0,234907021634220116075,36312017140530230,21360010082664841216,138180600961305950632632
0xa9e849113f00bd15c5e579993f08f81a45a9c10758d7dc05436023020e6ae4c7,0x10ED43C718714eb63d5aA57B78B54704E256024E,18750000000000000,512493470983976337775,2250000000000000,3750000000000000,WBNB,EFX,7500000000000000000,44143966006839800791304,0,0,0,18750000000000000,0,0,75044742211627661345,12750000000000000,7500000000000000000,44143966006839800791304
0x524c1c448dd3ea098c04d53621e10bfc1552f41b28174385b41b8ca16be8b9e7,0x00000000f7B7d8A2974a129CbADd9F2F99C1fF80,345451502403264876581,9436060057811438050084,41454180288391785189,69090300480652975316,EFX,WBNB,138180600961305950632632,22256099738305021782,0,0,345451502403264876581,0,0,0,234907021634220116075,37835369555118537,22256099738305021782,138180600961305950632632
0xec49e8d1f245df91d86676f01c5f47edaad4b065f62bc1203606a0ca58425cc8,0x10ED43C718714eb63d5aA57B78B54704E256024E,500000000000000,513759290983976337775,60000000000000,100000000000000,WBNB,EFX,200000000000000000,1327258047208474784181,0,0,0,500000000000000,0,0,2256338680254407133,340000000000000,200000000000000000,1327258047208474784181
0xaf7a28ab78a6b2914fe9904e4395a1209635b26c0b504b2f3923cfeed2340979,0x8d7bdf0ebfE5671d1113B4aCEc1A9471C602Dc55,3805912644010135,513529992882987794793,456709517281216,761182528802027,WBNB,EFX,1522365057604054102,10044859427862064786390,0,0,0,3805912644010135,0,0,17076261027365510136,2588020597926891,1522365057604054102,10044859427862064786390
0xe631d4cac2ca54e2ceb0fc8af6682c7ad298bf320fab43be15afaea338e23bf6,0x10ED43C718714eb63d5aA57B78B54704E256024E,37500000000000000,32880181791165672490532,4500000000000000,7500000000000000,WBNB,EFX,15000000000000000000,93782375302122730147700,0,0,0,37500000000000000,0,0,159430038013608641251,25500000000000000,15000000000000000000,93782375302122730147700
0x086c3bfc366c0bcbfecb98e6f74b96b06acef16910e1365b2ff62c8c275aa694,0x8d7bdf0ebfE5671d1113B4aCEc1A9471C602Dc55,25112148569655161965,31654797639710607855822,3013457828358619435,5022429713931032393,EFX,WBNB,10044859427862064786390,1669781231910866399,0,0,25112148569655161965,0,0,0,17076261027365510136,2838628094248472,1669781231910866399,10044859427862064786390
